"","text","emotion","polarity","result"
"308","virginamerica i mean probably inappropriate while on board but its on","unknown","negative","positive"
"309","virginamerica happy to spend the day together lets do this","joy","positive","positive"
"310","virginamerica is saving my sanity right now","unknown","positive","neutral"
"311","virginamerica missed my flight how does standby work","unknown","neutral","neutral"
"312","virginamerica they were very understanding and helped me outthx comps","unknown","positive","positive"
"313","virginamerica brought it all the way across the country today i see","unknown","negative","neutral"
"314","virginamerica thank you i absolutely will ˇòû","unknown","positive","positive"
"315","virginamerica looks like a broken link for your assets","joy","neutral","negative"
"316","virginamerica are you ready lets say it together noooo turbulence today ˇòò","joy","positive","neutral"
"317","virginamerica the manage itinerary section of your website seems to be broken for me","unknown","negative","negative"
"318","virginamerica cant check in your site looks like this every time it loads","joy","positive","negative"
"319","virginamerica can u help this ˇë freyabevanfund needs urgent treatment inˇáˇáy old battling cancer could u help with flights ˇíófreyasfund","unknown","negative","neutral"
"320","virginamerica may start service to hawaii from sanfrancisco this yearbiztravel","unknown","positive","neutral"
"321","virginamerica other carriers are less than half price for a round trip fare i am stunned","surprise","neutral","negative"
"322","virginamerica wtf is happening in pdx late flight march such that one way from sfo is","unknown","negative","negative"
"323","virginamerica add dtw and im sold","unknown","positive","neutral"
"324","virginamerica how about some free drinks on the flight back for the free promo","unknown","positive","positive"
"325","virginamerica ssal thanks","unknown","positive","positive"
"326","virginamerica momma i made it ˇòÅˇòÅˇòÅ","unknown","positive","neutral"
"327","virginamerica please contact me about portfolio left on flight vxfrom jfk to sfo tonite seat am need it returned call","joy","negative","neutral"
"328","virginamerica help i was onflightfrom jkf tonight seat c left portfolio need it back","unknown","negative","neutral"
"329","virginamerica shrinerack seattle bound wifey got me the duffle for vday shes a keeper holla","unknown","positive","neutral"
"330","virginamerica my luggage is gone ive filed my paperwork promised a callemail still no resolution or response from central luggage","unknown","positive","negative"
"331","virginamerica debbie baldwin gave a rockstar performance of the safety demo this evening on vx lassfo bestcrew sherocks","unknown","positive","neutral"
"332","virginamerica thanks","unknown","positive","positive"
"333","virginamerica thanks for taking care of suuperg on her flight rockstars travel","joy","negative","positive"
"334","virginamerica thanks for the lovely soft views travel san to sfo","unknown","positive","positive"
"335","virginamerica i requested a mileage challenge for status several weeks ago online but havent heard back how do i get help with this","sadness","negative","negative"
"336","virginamerica just trying to book tickets to nyc and facing super fun broken styling dont worry ill keep trying","joy","negative","negative"
"337","virginamerica many thanks for the followourprincess freyasfund usa bandie looking for any helpˇòçˇíóˇáˇáˇíóˇáˇáˇíóˇûÄˇúèˇûÄ","unknown","positive","neutral"
"338","virginamerica nice lofty view flylaxairport silverstatus","unknown","positive","neutral"
"339","virginamerica applied for status match on febgot confirmation email same day still no news though you guys have dropped ball late flightly ˇò","unknown","positive","negative"
"340","virginamerica is my new go to airline","unknown","positive","neutral"
"341","virginamerica virginatlantic gma americanair can you help ourprincess in need of some help in usa ˇûÄˇáˇáˇûÄˇáˇáˇûÄ","unknown","neutral","neutral"
"342","virginamerica i adore you and am so looking forward to my flight to austin in two weeks","unknown","neutral","positive"
"343","virginamerica i was so glad it was mentioned i took my first virgin flight a few years back and it was a transformative experience","joy","positive","positive"
"344","virginamerica flight booking problems flight to uphold my status matchdo taxes on ticket count as earned status pointsstatusmatch virginamerica","unknown","negative","neutral"
